Código,Descrição,Divisão,Carga de Incêndio,Descrição original
C-198-0,Comércio varejista de livros,C-2,1000,
C-198-1,"varejista de livros, Comércio",C-2,1000,Comércio varejista de livros
C-198-2,"Comércio, varejista de livros",C-2,1000,Comércio varejista de livros
C-198-3,Comércio varejista de livros,C-2,1000,Comércio varejista de livros
C-199-0,Comércio varejista de jornais e revistas,C-2,1000,
C-199-1,"varejista de jornais e revistas, Comércio",C-2,1000,Comércio varejista de jornais e revistas
C-199-2,"Comércio, varejista de jornais e revistas",C-2,1000,Comércio varejista de jornais e revistas
C-199-3,Comércio varejista de jornais e revistas,C-2,1000,Comércio varejista de jornais e revistas
C-200-0,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",C-2,1000,
C-200-1,"varejista de produtos farmacêuticos, sem manipulação de fórmulas, Comércio",C-2,1000,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas"
C-200-2,"Comércio, varejista de produtos farmacêuticos, sem manipulação de fórmulas",C-2,1000,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas"
C-200-3,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",C-2,1000,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas"
C-201-0,"Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas",C-2,1000,
C-201-1,"varejista de produtos farmacêuticos, com manipulação de fórmulas, Comércio",C-2,1000,"Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas"
C-201-2,"Comércio, varejista de produtos farmacêuticos, com manipulação de fórmulas",C-2,1000,"Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas"
C-201-3,"Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas",C-2,1000,"Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas"
C-202-0,Comércio varejista de produtos farmacêuticos homeopáticos,C-2,1000,
C-202-1,"varejista de produtos farmacêuticos homeopáticos, Comércio",C-2,1000,Comércio varejista de produtos farmacêuticos homeopáticos
C-202-2,"Comércio, varejista de produtos farmacêuticos homeopáticos",C-2,1000,Comércio varejista de produtos farmacêuticos homeopáticos
C-202-3,Comércio varejista de produtos farmacêuticos homeopáticos,C-2,1000,Comércio varejista de produtos farmacêuticos homeopáticos
C-203-0,Comércio varejista de medicamentos veterinários,C-2,1000,
C-203-1,"varejista de medicamentos veterinários, Comércio",C-2,1000,Comércio varejista de medicamentos veterinários
C-203-2,"Comércio, varejista de medicamentos veterinários",C-2,1000,Comércio varejista de medicamentos veterinários
C-203-3,Comércio varejista de medicamentos veterinários,C-2,1000,Comércio varejista de medicamentos veterinários
C-204-0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",C-2,400,
C-204-1,"varejista de cosméticos, produtos de perfumaria e de higiene pessoal, Comércio",C-2,400,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal"
C-204-2,"Comércio, varejista de cosméticos, produtos de perfumaria e de higiene pessoal",C-2,400,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal"
C-204-3,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",C-2,400,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal"
C-205-0,Comércio varejista de artigos médicos e ortopédicos,C-2,1000,
C-205-1,"varejista de artigos médicos e ortopédicos, Comércio",C-2,1000,Comércio varejista de artigos médicos e ortopédicos
C-205-2,"Comércio, varejista de artigos médicos e ortopédicos",C-2,1000,Comércio varejista de artigos médicos e ortopédicos
C-205-3,Comércio varejista de artigos médicos e ortopédicos,C-2,1000,Comércio varejista de artigos médicos e ortopédicos
C-206-0,Comércio varejista de produtos saneantes domissanitários,C-2,500,
C-206-1,"varejista de produtos saneantes domissanitários, Comércio",C-2,500,Comércio varejista de produtos saneantes domissanitários
C-206-2,"Comércio, varejista de produtos saneantes domissanitários",C-2,500,Comércio varejista de produtos saneantes domissanitários
C-206-3,Comércio varejista de produtos saneantes domissanitários,C-2,500,Comércio varejista de produtos saneantes domissanitários
C-207-0,Comércio varejista de armas e munições,C-2,800,
C-207-1,"varejista de armas e munições, Comércio",C-2,800,Comércio varejista de armas e munições
C-207-2,"Comércio, varejista de armas e munições",C-2,800,Comércio varejista de armas e munições
C-207-3,Comércio varejista de armas e munições,C-2,800,Comércio varejista de armas e munições
C-208-0,Comércio varejista de outros produtos não especificados anteriormente,C-2,400,
C-208-1,"varejista de outros produtos não especificados anteriormente, Comércio",C-2,400,Comércio varejista de outros produtos não especificados anteriormente
C-208-2,"Comércio, varejista de outros produtos não especificados anteriormente",C-2,400,Comércio varejista de outros produtos não especificados anteriormente
C-208-3,Comércio varejista de outros produtos não especificados anteriormente,C-2,400,Comércio varejista de outros produtos não especificados anteriormente
C-209-0,Locação de aeronaves sem tripulação,C-2,600,
C-209-1,"de aeronaves sem tripulação, Locação",C-2,600,Locação de aeronaves sem tripulação
C-209-2,"Locação, de aeronaves sem tripulação",C-2,600,Locação de aeronaves sem tripulação
C-209-3,Locação de aeronaves sem tripulação,C-2,600,Locação de aeronaves sem tripulação
C-210-0,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes",C-2,400,
C-210-1,"de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes, Aluguel",C-2,400,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes"
C-210-2,"Aluguel, de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes",C-2,400,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes"
C-210-3,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes",C-2,400,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes"
C-211-0,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",C-2,400,
C-211-1,"de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador, Aluguel",C-2,400,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador"
C-211-2,"Aluguel, de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",C-2,400,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador"
C-211-3,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",C-2,400,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador"
C-212-0,"Lojas de departamentos ou magazines, exceto lojas francas (Duty free)",C-2,600,
C-212-1,"de departamentos ou magazines, exceto lojas francas (Duty free), Lojas",C-2,600,"Lojas de departamentos ou magazines, exceto lojas francas (Duty free)"
C-212-2,"Lojas, de departamentos ou magazines, exceto lojas francas (Duty free)",C-2,600,"Lojas de departamentos ou magazines, exceto lojas francas (Duty free)"
C-212-3,"Lojas de departamentos ou magazines, exceto lojas francas (Duty free)",C-2,600,"Lojas de departamentos ou magazines, exceto lojas francas (Duty free)"
C-213-0,Shoppings Centers,C-3,600,
C-213-1,"Centers, Shoppings",C-3,600,Shoppings Centers
C-213-2,"Shoppings, Centers",C-3,600,Shoppings Centers
C-213-3,Shoppings Centers,C-3,600,Shoppings Centers
D-01-0,Gestão de redes de esgoto,D-1,40,
D-01-1,"de redes de esgoto, Gestão",D-1,40,Gestão de redes de esgoto
D-01-2,"Gestão, de redes de esgoto",D-1,40,Gestão de redes de esgoto
D-01-3,Gestão de redes de esgoto,D-1,40,Gestão de redes de esgoto
D-02-0,"Atividades relacionadas a esgoto, exceto a gestão de redes",D-1,40,
D-02-1,"relacionadas a esgoto, exceto a gestão de redes, Atividades",D-1,40,"Atividades relacionadas a esgoto, exceto a gestão de redes"
D-02-2,"Atividades, relacionadas a esgoto, exceto a gestão de redes",D-1,40,"Atividades relacionadas a esgoto, exceto a gestão de redes"
D-02-3,"Atividades relacionadas a esgoto, exceto a gestão de redes",D-1,40,"Atividades relacionadas a esgoto, exceto a gestão de redes"
D-03-0,Incorporação de empreendimentos imobiliários,D-1,300,
D-03-1,"de empreendimentos imobiliários, Incorporação",D-1,300,Incorporação de empreendimentos imobiliários
D-03-2,"Incorporação, de empreendimentos imobiliários",D-1,300,Incorporação de empreendimentos imobiliários
D-03-3,Incorporação de empreendimentos imobiliários,D-1,300,Incorporação de empreendimentos imobiliários
D-04-0,Administração de obras,D-1,700,
D-04-1,"de obras, Administração",D-1,700,Administração de obras
D-04-2,"Administração, de obras",D-1,700,Administração de obras
D-04-3,Administração de obras,D-1,700,Administração de obras
D-05-0,Representantes comerciais e agentes do comércio de veículos automotores,D-1,700,
D-05-1,"comerciais e agentes do comércio de veículos automotores, Representantes",D-1,700,Representantes comerciais e agentes do comércio de veículos automotores
D-05-2,"Representantes, comerciais e agentes do comércio de veículos automotores",D-1,700,Representantes comerciais e agentes do comércio de veículos automotores
D-05-3,Representantes comerciais e agentes do comércio de veículos automotores,D-1,700,Representantes comerciais e agentes do comércio de veículos automotores
D-06-0,Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores,D-1,700,
D-06-1,"comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores, Representantes",D-1,700,Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores
D-06-2,"Representantes, comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores",D-1,700,Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores
D-06-3,Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores,D-1,700,Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores
D-07-0,"Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios",D-1,700,
D-07-1,"comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios, Representantes",D-1,700,"Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios"
D-07-2,"Representantes, comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios",D-1,700,"Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios"
D-07-3,"Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios",D-1,700,"Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios"
D-08-0,Representantes comerciais e agentes do comércio de matérias primas agrícolas e animais vivos,D-1,700,
D-08-1,"comerciais e agentes do comércio de matérias primas agrícolas e animais vivos, Representantes",D-1,700,Representantes comerciais e agentes do comércio de matérias primas agrícolas e animais vivos
D-08-2,"Representantes, comerciais e agentes do comércio de matérias primas agrícolas e animais vivos",D-1,700,Representantes comerciais e agentes do comércio de matérias primas agrícolas e animais vivos
D-08-3,Representantes comerciais e agentes do comércio de matérias primas agrícolas e animais vivos,D-1,700,Representantes comerciais e agentes do comércio de matérias primas agrícolas e animais vivos
D-09-0,"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos",D-1,700,
D-09-1,"comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos, Representantes",D-1,700,"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos"
D-09-2,"Representantes, comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos",D-1,700,"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos"
D-09-3,"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos",D-1,700,"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos"
D-10-0,"Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens",D-1,700,
D-10-1,"comerciais e agentes do comércio de madeira, material de construção e ferragens, Representantes",D-1,700,"Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens"
D-10-2,"Representantes, comerciais e agentes do comércio de madeira, material de construção e ferragens",D-1,700,"Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens"
D-10-3,"Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens",D-1,700,"Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens"
D-11-0,"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves",D-1,700,
D-11-1,"comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves, Representantes",D-1,700,"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves"
D-11-2,"Representantes, comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves",D-1,700,"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves"
D-11-3,"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves",D-1,700,"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves"
D-12-0,"Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico",D-1,700,
D-12-1,"comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico, Representantes",D-1,700,"Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico"
D-12-2,"Representantes, comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico",D-1,700,"Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico"
D-12-3,"Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico",D-1,700,"Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico"
D-13-0,"Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem",D-1,700,
D-13-1,"comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem, Representantes",D-1,700,"Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem"
D-13-2,"Representantes, comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem",D-1,700,"Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem"
D-13-3,"Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem",D-1,700,"Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem"
D-14-0,"Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo",D-1,700,
D-14-1,"comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo, Representantes",D-1,700,"Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo"
D-14-2,"Representantes, comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo",D-1,700,"Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo"
D-14-3,"Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo",D-1,700,"Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo"
D-15-0,"Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria",D-1,700,
D-15-1,"comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria, Representantes",D-1,700,"Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria"
D-15-2,"Representantes, comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria",D-1,700,"Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria"
D-15-3,"Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria",D-1,700,"Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria"
D-16-0,Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares,D-1,700,
D-16-1,"comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares, Representantes",D-1,700,Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares
D-16-2,"Representantes, comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares",D-1,700,Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares
D-16-3,Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares,D-1,700,Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares
D-17-0,"Representantes comerciais e agentes do comércio de jornais, revistas e outras publicações",D-1,700,
D-17-1,"comerciais e agentes do comércio de jornais, revistas e outras publicações, Representantes",D-1,700,"Representantes comerciais e agentes do comércio de jornais, revistas e outras publicações"
D-17-2,"Representantes, comerciais e agentes do comércio de jornais, revistas e outras publicações",D-1,700,"Representantes comerciais e agentes do comércio de jornais, revistas e outras publicações"
D-17-3,"Representantes comerciais e agentes do comércio de jornais, revistas e outras publicações",D-1,700,"Representantes comerciais e agentes do comércio de jornais, revistas e outras publicações"
D-18-0,Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente,D-1,700,
D-18-1,"representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente, Outros",D-1,700,Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente
D-18-2,"Outros, representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente",D-1,700,Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente
D-18-3,Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente,D-1,700,Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente
D-19-0,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,D-1,700,
D-19-1,"comerciais e agentes do comércio de mercadorias em geral não especializado, Representantes",D-1,700,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
D-19-2,"Representantes, comerciais e agentes do comércio de mercadorias em geral não especializado",D-1,700,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
D-19-3,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,D-1,700,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
D-20-0,"Concessionárias de rodovias, pontes, túneis e serviços relacionados",D-1,700,
D-20-1,"de rodovias, pontes, túneis e serviços relacionados, Concessionárias",D-1,700,"Concessionárias de rodovias, pontes, túneis e serviços relacionados"
D-20-2,"Concessionárias, de rodovias, pontes, túneis e serviços relacionados",D-1,700,"Concessionárias de rodovias, pontes, túneis e serviços relacionados"
D-20-3,"Concessionárias de rodovias, pontes, túneis e serviços relacionados",D-1,700,"Concessionárias de rodovias, pontes, túneis e serviços relacionados"
D-21-0,Atividades de agenciamento marítimo,D-1,700,
D-21-1,"de agenciamento marítimo, Atividades",D-1,700,Atividades de agenciamento marítimo
D-21-2,"Atividades, de agenciamento marítimo",D-1,700,Atividades de agenciamento marítimo
D-21-3,Atividades de agenciamento marítimo,D-1,700,Atividades de agenciamento marítimo
D-22-0,Serviços de praticagem,D-1,700,
D-22-1,"de praticagem, Serviços",D-1,700,Serviços de praticagem
D-22-2,"Serviços, de praticagem",D-1,700,Serviços de praticagem
D-22-3,Serviços de praticagem,D-1,700,Serviços de praticagem
D-23-0,Atividades auxiliares dos transportes aquaviários não especificadas anteriormente,D-1,700,
D-23-1,"auxiliares dos transportes aquaviários não especificadas anteriormente, Atividades",D-1,700,Atividades auxiliares dos transportes aquaviários não especificadas anteriormente
D-23-2,"Atividades, auxiliares dos transportes aquaviários não especificadas anteriormente",D-1,700,Atividades auxiliares dos transportes aquaviários não especificadas anteriormente
D-23-3,Atividades auxiliares dos transportes aquaviários não especificadas anteriormente,D-1,700,Atividades auxiliares dos transportes aquaviários não especificadas anteriormente
D-24-0,Operação dos aeroportos e campos de aterrissagem,D-1,700,
D-24-1,"dos aeroportos e campos de aterrissagem, Operação",D-1,700,Operação dos aeroportos e campos de aterrissagem
D-24-2,"Operação, dos aeroportos e campos de aterrissagem",D-1,700,Operação dos aeroportos e campos de aterrissagem
D-24-3,Operação dos aeroportos e campos de aterrissagem,D-1,700,Operação dos aeroportos e campos de aterrissagem
D-25-0,"Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem",D-1,700,
D-25-1,"auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem, Atividades",D-1,700,"Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem"
D-25-2,"Atividades, auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem",D-1,700,"Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem"
D-25-3,"Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem",D-1,700,"Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem"
D-26-0,Comissária de despachos,D-1,700,
D-26-1,"de despachos, Comissária",D-1,700,Comissária de despachos
D-26-2,"Comissária, de despachos",D-1,700,Comissária de despachos
D-26-3,Comissária de despachos,D-1,700,Comissária de despachos
D-27-0,Atividades de despachantes aduaneiros,D-1,700,
D-27-1,"de despachantes aduaneiros, Atividades",D-1,700,Atividades de despachantes aduaneiros
D-27-2,"Atividades, de despachantes aduaneiros",D-1,700,Atividades de despachantes aduaneiros
D-27-3,Atividades de despachantes aduaneiros,D-1,700,Atividades de despachantes aduaneiros
D-28-0,"Agenciamento de cargas, exceto para o transporte marítimo",D-1,700,
D-28-1,"de cargas, exceto para o transporte marítimo, Agenciamento",D-1,700,"Agenciamento de cargas, exceto para o transporte marítimo"
D-28-2,"Agenciamento, de cargas, exceto para o transporte marítimo",D-1,700,"Agenciamento de cargas, exceto para o transporte marítimo"
D-28-3,"Agenciamento de cargas, exceto para o transporte marítimo",D-1,700,"Agenciamento de cargas, exceto para o transporte marítimo"
D-29-0,Organização logística do transporte de carga,D-1,700,
D-29-1,"logística do transporte de carga, Organização",D-1,700,Organização logística do transporte de carga
D-29-2,"Organização, logística do transporte de carga",D-1,700,Organização logística do transporte de carga
D-29-3,Organização logística do transporte de carga,D-1,700,Organização logística do transporte de carga
D-30-0,Operador de transporte multimodal - OTM,D-1,700,
D-30-1,"de transporte multimodal - OTM, Operador",D-1,700,Operador de transporte multimodal - OTM
D-30-2,"Operador, de transporte multimodal - OTM",D-1,700,Operador de transporte multimodal - OTM
D-30-3,Operador de transporte multimodal - OTM,D-1,700,Operador de transporte multimodal - OTM
D-31-0,Atividades do Correio Nacional,D-1,700,
D-31-1,"do Correio Nacional, Atividades",D-1,700,Atividades do Correio Nacional
D-31-2,"Atividades, do Correio Nacional",D-1,700,Atividades do Correio Nacional
D-31-3,Atividades do Correio Nacional,D-1,700,Atividades do Correio Nacional
D-32-0,Atividades de franqueadas e permissionárias do Correio Nacional,D-1,700,
D-32-1,"de franqueadas e permissionárias do Correio Nacional, Atividades",D-1,700,Atividades de franqueadas e permissionárias do Correio Nacional
D-32-2,"Atividades, de franqueadas e permissionárias do Correio Nacional",D-1,700,Atividades de franqueadas e permissionárias do Correio Nacional
D-32-3,Atividades de franqueadas e permissionárias do Correio Nacional,D-1,700,Atividades de franqueadas e permissionárias do Correio Nacional
D-33-0,Serviços de malote não realizados pelo Correio Nacional,D-1,700,
D-33-1,"de malote não realizados pelo Correio Nacional, Serviços",D-1,700,Serviços de malote não realizados pelo Correio Nacional
D-33-2,"Serviços, de malote não realizados pelo Correio Nacional",D-1,700,Serviços de malote não realizados pelo Correio Nacional
D-33-3,Serviços de malote não realizados pelo Correio Nacional,D-1,700,Serviços de malote não realizados pelo Correio Nacional
D-34-0,Serviços de entrega rápida,D-1,700,
D-34-1,"de entrega rápida, Serviços",D-1,700,Serviços de entrega rápida
D-34-2,"Serviços, de entrega rápida",D-1,700,Serviços de entrega rápida
D-34-3,Serviços de entrega rápida,D-1,700,Serviços de entrega rápida
D-35-0,Edição de jornais diários,D-1,700,
D-35-1,"de jornais diários, Edição",D-1,700,Edição de jornais diários
D-35-2,"Edição, de jornais diários",D-1,700,Edição de jornais diários
D-35-3,Edição de jornais diários,D-1,700,Edição de jornais diários
D-36-0,Edição de jornais não diários,D-1,700,
D-36-1,"de jornais não diários, Edição",D-1,700,Edição de jornais não diários
D-36-2,"Edição, de jornais não diários",D-1,700,Edição de jornais não diários
D-36-3,Edição de jornais não diários,D-1,700,Edição de jornais não diários
D-37-0,Estúdios cinematográficos,D-1,700,
D-37-1,"cinematográficos, Estúdios",D-1,700,Estúdios cinematográficos
D-37-2,"Estúdios, cinematográficos",D-1,700,Estúdios cinematográficos
D-37-3,Estúdios cinematográficos,D-1,700,Estúdios cinematográficos
D-38-0,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",D-1,700,
D-38-1,"de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente, Atividades",D-1,700,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente"
D-38-2,"Atividades, de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",D-1,700,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente"
D-38-3,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",D-1,700,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente"
D-39-0,Serviços de dublagem,D-1,700,
D-39-1,"de dublagem, Serviços",D-1,700,Serviços de dublagem
D-39-2,"Serviços, de dublagem",D-1,700,Serviços de dublagem
D-39-3,Serviços de dublagem,D-1,700,Serviços de dublagem
D-40-0,Serviços de mixagem sonora em produção audiovisual,D-1,700,
D-40-1,"de mixagem sonora em produção audiovisual, Serviços",D-1,700,Serviços de mixagem sonora em produção audiovisual
D-40-2,"Serviços, de mixagem sonora em produção audiovisual",D-1,700,Serviços de mixagem sonora em produção audiovisual
D-40-3,Serviços de mixagem sonora em produção audiovisual,D-1,700,Serviços de mixagem sonora em produção audiovisual
D-41-0,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",D-1,700,
D-41-1,"de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente, Atividades",D-1,700,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente"
D-41-2,"Atividades, de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",D-1,700,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente"
D-41-3,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",D-1,700,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente"
D-42-0,"Distribuição cinematográfica, de vídeo e de programas de televisão",D-1,700,
D-42-1,"cinematográfica, de vídeo e de programas de televisão, Distribuição",D-1,700,"Distribuição cinematográfica, de vídeo e de programas de televisão"
D-42-2,"Distribuição, cinematográfica, de vídeo e de programas de televisão",D-1,700,"Distribuição cinematográfica, de vídeo e de programas de televisão"
D-42-3,"Distribuição cinematográfica, de vídeo e de programas de televisão",D-1,700,"Distribuição cinematográfica, de vídeo e de programas de televisão"
D-43-0,Atividades de gravação de som e de edição de música,D-1,700,
D-43-1,"de gravação de som e de edição de música, Atividades",D-1,700,Atividades de gravação de som e de edição de música
D-43-2,"Atividades, de gravação de som e de edição de música",D-1,700,Atividades de gravação de som e de edição de música
D-43-3,Atividades de gravação de som e de edição de música,D-1,700,Atividades de gravação de som e de edição de música
D-44-0,Atividades de rádio,D-1,700,
D-44-1,"de rádio, Atividades",D-1,700,Atividades de rádio
D-44-2,"Atividades, de rádio",D-1,700,Atividades de rádio
D-44-3,Atividades de rádio,D-1,700,Atividades de rádio
D-45-0,Atividades de televisão aberta,D-1,700,
D-45-1,"de televisão aberta, Atividades",D-1,700,Atividades de televisão aberta
D-45-2,"Atividades, de televisão aberta",D-1,700,Atividades de televisão aberta
D-45-3,Atividades de televisão aberta,D-1,700,Atividades de televisão aberta
D-46-0,Programadoras,D-1,700,
D-46-1,Programadoras,D-1,700,Programadoras
D-46-2,Programadoras,D-1,700,Programadoras
D-46-3,Programadoras,D-1,700,Programadoras
D-47-0,"Atividades relacionadas à televisão por assinatura, exceto programadoras",D-1,700,
